team1_adjde,team1_adjoe,team1_fg2pct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_rpi_rating,team1_seed,team1_tempo,team2_adjde,team2_arate,team2_fg3pct,team2_oe,team2_oppftpct,team2_seed,APRdiff,result
103,108,51,50,30,66,1,15,74,90,55,33,105,66,2,-3,0
92,117,51,43,33,68,1,1,64,97,49,35,110,67,8,-10,0
90,114,48,42,29,69,1,4,68,98,55,40,113,68,5,-13,0
98,114,51,50,29,68,1,5,67,94,51,33,109,68,3,80,0
97,121,51,44,35,71,1,2,65,99,58,36,103,67,15,20,1
93,112,53,44,31,67,1,3,66,97,55,35,100,72,14,7,1
90,109,49,44,33,66,1,2,72,95,56,37,114,68,7,-25,1
94,114,48,42,33,68,1,3,66,97,49,35,110,67,8,-111,1
97,121,51,44,35,71,1,2,65,89,51,33,99,70,10,54,0
90,109,49,44,33,66,1,2,72,93,48,40,114,72,4,-9,0
91,108,49,45,32,70,1,6,64,97,56,36,110,69,11,54,1
93,116,49,42,32,72,1,4,67,96,54,37,107,72,13,-37,1
91,113,49,45,33,70,1,3,66,90,54,34,93,65,14,47,1
93,116,49,42,32,72,1,4,67,94,63,34,108,70,5,-16,1
93,116,49,42,32,72,1,4,67,93,58,42,119,74,1,1,1
97,104,47,44,32,70,0,14,66,94,51,33,109,68,3,106,0
96,102,51,46,33,68,1,12,69,98,55,40,113,68,5,31,0
91,108,49,45,32,70,1,6,64,94,51,33,109,68,3,67,0
93,108,49,44,36,71,1,7,66,89,50,34,111,72,2,45,0
93,116,49,42,32,72,1,4,67,94,51,33,109,68,3,74,0
95,109,52,43,37,70,1,11,68,94,52,33,105,70,6,20,1
98,104,50,46,37,69,1,13,64,89,64,36,108,70,4,-3,1
97,94,45,41,32,67,1,16,68,91,51,37,114,65,1,-30,0
96,112,52,44,34,73,0,6,65,98,59,35,111,66,11,-5,0
98,104,50,46,37,69,1,13,64,96,59,39,109,69,12,-33,0
97,110,48,48,32,67,0,8,65,95,60,33,108,63,9,53,1
101,109,48,49,34,68,1,11,66,96,59,35,108,71,6,-4,1
95,113,53,45,33,68,1,7,73,95,60,34,104,70,10,19,1
97,120,49,45,37,74,1,4,57,92,56,37,105,71,5,-12,1
101,109,48,49,34,68,1,11,66,91,61,36,110,70,3,-39,1
97,110,48,48,32,67,0,8,65,95,54,35,109,67,2,17,1
97,110,48,48,32,67,0,8,65,101,60,37,108,68,11,44,1
99,114,51,46,31,70,1,5,68,96,59,39,109,69,12,-24,0
97,120,49,45,37,74,1,4,57,97,49,35,110,67,8,-52,0
94,105,51,44,35,67,1,7,67,94,63,35,102,66,10,-39,1
95,107,50,46,31,70,1,12,63,91,55,34,104,71,12,-26,0
91,107,50,44,33,71,1,12,65,94,63,34,108,70,5,-26,0
94,105,51,44,35,67,1,7,67,95,54,35,109,67,2,-41,0
89,101,48,40,31,70,1,10,70,94,59,34,106,69,7,13,1
98,113,48,45,32,71,1,9,66,96,55,40,113,68,8,3,0
102,102,43,44,32,70,1,16,63,93,61,38,117,73,1,-10,0
89,101,48,40,31,70,1,10,70,101,60,37,108,68,11,-10,0
97,100,49,46,34,69,1,16,69,104,51,39,102,71,16,-16,1
96,109,52,49,32,68,1,8,62,95,53,30,104,70,9,98,1
98,114,51,48,36,66,1,11,69,93,60,35,110,67,3,34,1
106,102,46,48,34,70,1,16,69,93,58,42,119,74,1,-35,0
96,109,52,49,32,68,1,8,62,91,51,37,114,65,1,5,0
98,114,51,48,36,66,1,11,69,90,55,33,105,66,2,16,0
93,110,51,46,31,72,1,9,66,92,60,33,106,70,8,-13,1
94,106,49,44,34,70,1,11,65,101,60,37,108,68,11,4,0
97,110,50,48,36,70,1,10,60,93,59,35,107,71,7,0,0
99,102,50,43,37,70,1,15,65,95,54,35,109,67,2,-44,0
104,93,44,44,36,69,1,16,66,106,53,36,102,70,16,21,0
89,119,53,40,32,69,1,1,66,97,51,43,115,70,4,15,1
89,119,53,40,32,69,1,1,66,95,56,38,110,69,3,-2,1
89,119,53,40,32,69,1,1,66,90,57,35,111,72,2,-37,1
98,123,57,48,37,68,1,2,66,101,49,31,100,67,15,44,0
94,108,50,46,29,67,1,6,66,93,63,34,107,69,3,1,0
91,116,50,43,32,68,1,1,73,97,56,34,105,68,16,-31,1
91,116,50,43,32,68,1,1,73,102,63,42,117,68,8,-2,1
91,116,50,43,32,68,1,1,73,94,54,34,104,71,13,37,1
91,116,50,43,32,68,1,1,73,90,57,35,111,72,2,-31,0
93,106,46,47,32,69,1,12,65,97,51,43,115,70,4,12,0
90,114,52,40,34,72,1,2,68,101,52,29,106,70,15,32,1
94,104,48,48,30,71,1,13,67,95,53,35,107,72,4,-63,1
87,113,52,42,30,70,1,1,65,91,57,37,109,72,9,21,1
95,115,50,46,34,69,0,3,67,95,52,35,103,74,10,0,1
90,116,53,45,33,70,1,2,67,91,56,35,113,68,1,39,1
90,114,52,40,34,72,1,2,68,90,54,33,112,70,2,28,1
101,111,51,50,33,69,1,14,66,95,56,38,110,69,3,9,0
94,115,53,44,31,69,1,5,67,93,51,33,104,69,12,-5,0
98,107,49,46,33,71,1,15,68,96,48,37,113,69,2,5,1
87,102,47,42,30,66,1,4,68,91,65,38,109,68,5,10,1
87,102,47,42,30,66,1,4,68,87,59,36,110,70,1,24,1
87,102,47,42,30,66,1,4,68,100,56,38,116,69,7,6,1
93,107,51,44,34,68,1,6,69,95,50,35,101,66,11,-19,0
94,105,50,45,34,70,1,6,67,98,59,36,108,71,11,-49,0
92,113,54,42,31,70,1,8,68,91,57,37,109,72,9,45,0
98,107,49,46,33,71,1,15,68,95,52,35,103,74,10,35,0
87,102,47,42,30,66,1,4,68,89,48,38,116,69,1,32,0
97,118,52,46,35,70,1,4,67,96,52,33,109,66,13,6,1
93,110,50,44,32,69,1,3,71,94,61,35,108,67,14,-21,1
103,114,56,50,35,70,1,14,71,94,61,35,108,67,14,-33,0
100,110,51,46,34,67,1,13,68,87,55,32,100,66,4,-5,0
94,109,52,46,34,70,1,12,68,91,65,38,109,68,5,-16,0
94,102,50,43,33,70,1,13,66,90,54,37,108,68,4,9,0
107,107,52,50,33,70,1,16,75,87,59,36,110,70,1,-16,0
94,110,52,47,31,67,0,7,67,90,54,33,112,70,2,7,0
97,101,49,45,32,68,1,16,63,99,49,33,106,67,16,77,1
94,113,51,47,31,70,1,5,66,93,58,36,107,65,12,24,1
90,107,50,42,31,72,1,3,68,97,58,35,107,71,14,-12,1
90,110,47,42,29,68,1,4,59,94,52,39,110,70,5,-32,1
99,102,46,45,36,69,0,15,65,90,54,33,112,70,2,-24,0
103,107,53,51,35,67,1,16,70,91,56,35,113,68,1,36,0
98,112,50,47,34,70,1,5,68,89,54,31,98,71,12,22,0
90,107,50,42,31,72,1,3,68,93,52,34,105,68,6,5,0
93,108,46,45,32,68,1,6,64,90,54,33,112,70,2,-17,0
90,110,47,42,29,68,1,4,59,91,56,35,113,68,1,15,0
90,108,51,44,28,68,1,3,64,99,62,38,118,65,14,-34,1
100,119,53,46,34,69,1,7,65,101,49,31,100,67,15,110,1
100,119,53,46,34,69,1,7,65,93,63,34,107,69,3,29,1
95,102,48,45,33,66,1,11,65,95,56,38,110,69,3,19,0
90,108,51,44,28,68,1,3,64,98,59,36,108,71,11,-18,0
89,104,51,45,29,63,1,10,61,100,56,38,116,69,7,-43,0
95,110,50,50,31,70,1,8,68,89,48,38,116,69,1,-6,0
98,110,49,46,33,71,1,11,68,90,57,35,111,72,2,-16,0
92,109,48,45,33,69,1,8,67,99,45,36,107,73,9,16,1
100,115,48,49,34,70,1,10,65,99,60,34,114,68,7,45,1
95,106,49,46,31,74,1,10,68,95,64,33,106,71,7,-35,1
104,97,45,46,38,65,1,16,70,100,50,30,95,72,16,-147,0
89,103,51,44,29,65,1,9,63,102,63,42,117,68,8,24,0
92,109,48,45,33,69,1,8,67,91,56,35,113,68,1,31,0
100,115,48,49,34,70,1,10,65,90,57,35,111,72,2,-5,0
89,99,49,43,31,71,1,12,60,95,60,36,108,69,12,5,1
96,109,50,41,34,74,1,9,64,95,57,37,108,70,8,-60,0
102,112,50,49,36,70,1,11,64,94,50,40,111,67,6,-6,0
96,111,48,45,35,68,1,11,67,93,52,34,105,68,6,-3,0
89,99,49,43,31,71,1,12,60,94,54,34,104,71,13,21,0
97,110,50,50,32,68,0,10,65,94,55,38,111,67,7,-5,0
100,97,44,47,33,72,1,16,68,89,48,38,116,69,1,-14,0
91,107,51,44,33,68,1,6,70,97,55,37,116,72,11,24,1
84,112,51,43,32,66,1,1,67,99,50,34,113,70,8,29,1
84,112,51,43,32,66,1,1,67,94,54,40,114,72,2,5,1
84,112,51,43,32,66,1,1,67,93,56,34,107,71,9,39,1
84,112,51,43,32,66,1,1,67,96,52,38,116,69,4,10,1
91,104,49,44,30,63,1,11,66,97,55,37,116,72,11,5,0
93,105,48,41,31,71,0,11,63,94,53,34,106,70,6,15,0
97,117,56,45,31,68,1,7,65,90,52,32,101,67,10,14,1
94,117,51,46,29,72,1,2,69,98,52,37,102,66,15,30,1
94,117,51,46,29,72,1,2,69,97,65,41,116,68,7,23,1
94,120,52,43,30,71,1,1,68,99,58,33,107,72,9,-26,1
94,117,51,46,29,72,1,2,69,90,53,34,105,67,3,15,1
95,112,47,47,33,69,1,4,64,97,55,38,107,68,13,0,0
88,106,50,44,33,65,1,4,65,90,51,33,102,68,12,12,0
92,111,51,44,33,65,1,2,64,94,57,30,106,68,3,31,0
95,111,51,50,33,68,1,5,69,93,58,33,107,72,12,10,1
93,107,50,44,32,71,1,9,65,91,64,35,115,72,8,-34,1
96,110,49,46,31,66,1,12,71,86,57,33,105,69,5,26,1
89,112,49,44,32,72,0,2,64,105,55,37,112,67,15,29,1
93,107,50,44,32,71,1,9,65,92,55,37,118,68,1,-18,1
93,113,48,43,28,67,1,4,66,94,54,40,117,71,1,21,1
87,114,54,42,31,65,1,3,63,99,53,33,104,69,15,51,1
96,118,53,48,33,69,1,4,64,88,58,36,110,69,1,-10,1
93,113,48,43,28,67,1,4,66,94,57,30,106,68,3,10,1
93,107,50,44,32,71,1,9,65,89,53,36,109,72,2,-16,1
96,109,57,47,33,71,1,11,68,94,54,37,109,71,6,0,0
101,111,52,44,32,72,1,14,65,94,57,30,106,68,3,31,0
99,110,56,45,34,73,1,14,65,90,53,34,105,67,3,0,0
95,111,51,50,33,68,1,5,69,96,52,38,116,69,4,-20,0
90,103,49,45,33,68,1,12,69,84,56,33,109,66,1,-55,0
87,114,54,42,31,65,1,3,63,96,52,38,116,69,4,10,0
93,113,48,43,28,67,1,4,66,96,52,38,116,69,4,-21,0
94,112,51,43,36,71,1,6,67,100,57,40,107,72,14,37,1
90,111,50,44,30,67,1,3,64,91,62,37,108,68,6,-20,1
104,111,50,50,36,69,0,13,64,96,52,38,116,69,4,-16,0
101,104,52,48,33,70,1,13,64,93,56,33,108,67,4,-36,0
97,113,51,46,33,69,0,7,62,100,58,37,112,72,10,24,0
95,108,49,47,32,66,0,6,70,95,62,34,108,69,11,9,0
94,112,51,43,36,71,1,6,67,89,53,36,109,72,2,23,0
99,102,52,47,31,69,1,15,69,85,64,35,102,67,2,-24,1
99,102,52,47,31,69,1,15,69,89,50,33,103,68,7,10,1
90,108,50,42,32,69,0,5,67,90,51,33,102,68,12,3,0
95,103,50,43,34,71,1,13,65,88,56,34,106,65,4,4,0
95,111,46,46,34,70,1,8,72,88,58,36,110,69,1,-36,0
99,110,49,47,35,72,1,9,68,98,52,39,112,73,8,15,1
94,112,52,45,32,68,1,3,64,94,53,34,106,70,6,-26,1
95,112,51,44,33,69,1,9,68,99,50,34,113,70,8,-21,0
97,96,46,41,30,67,1,16,65,92,55,37,118,68,1,-31,0
103,106,50,47,34,63,1,14,74,87,56,38,114,65,3,-4,0
95,108,47,47,34,71,1,7,66,92,42,34,102,69,10,-37,1
89,105,48,43,32,68,1,7,66,97,49,32,106,69,10,-21,1
100,105,47,48,35,71,1,15,63,92,46,36,108,65,2,-28,0
95,108,47,47,34,71,1,7,66,92,46,36,108,65,2,-42,0
100,116,52,49,31,72,1,10,70,89,53,36,109,72,2,-6,0
99,97,46,47,35,70,1,16,64,111,56,38,112,68,16,-12,1
97,108,49,51,30,68,0,13,67,96,46,32,108,66,12,0,1
97,111,48,51,35,71,1,13,66,97,55,38,107,68,13,-33,0
99,97,46,47,35,70,1,16,64,94,54,40,117,71,1,0,0
97,108,49,51,30,68,0,13,67,93,56,34,107,71,9,13,0
94,104,49,42,34,69,1,12,66,89,64,33,103,69,5,-17,1
95,91,45,43,32,66,1,16,67,84,56,33,109,66,1,-89,0
102,100,48,48,32,70,1,16,67,88,58,36,110,69,1,-50,0
91,104,46,42,37,68,0,9,67,95,60,37,106,70,8,19,0
94,104,49,42,34,69,1,12,66,93,56,33,108,67,4,-21,0
95,111,49,43,34,69,1,11,63,87,56,38,114,65,3,-40,0
100,106,52,49,33,72,1,14,64,89,66,35,103,67,3,-27,1
109,101,45,49,31,70,1,16,66,95,52,31,92,66,16,69,0
93,118,52,44,31,65,1,1,64,104,52,33,103,72,16,-28,1
93,118,52,44,31,65,1,1,64,96,44,33,112,69,8,-53,0
90,116,51,43,33,69,1,1,63,103,49,36,104,72,16,46,1
90,116,51,43,33,69,1,1,63,98,59,38,115,68,4,35,1
90,116,51,43,33,69,1,1,63,101,52,38,111,71,11,26,1
90,116,51,43,33,69,1,1,63,93,50,39,108,66,7,17,0
101,112,52,50,35,69,1,12,65,98,59,38,115,68,4,-3,0
87,113,51,40,32,72,1,1,65,106,55,39,111,71,16,-1,1
91,108,45,44,31,68,1,4,64,103,50,36,114,73,13,-21,1
91,108,45,44,31,68,1,4,64,87,58,36,112,72,1,-34,0
94,111,54,43,32,71,1,8,67,96,52,36,113,69,9,23,1
89,114,49,42,32,66,1,1,61,102,41,33,102,70,16,25,1
89,114,49,42,32,66,1,1,61,98,61,33,108,65,8,-1,1
94,116,54,43,35,71,1,2,68,93,50,39,108,66,7,5,0
94,111,54,43,32,71,1,8,67,87,58,36,112,72,1,5,0
89,114,49,42,32,66,1,1,61,97,62,39,113,73,4,9,0
91,108,47,43,32,68,1,5,64,96,57,39,112,71,12,-17,0
94,113,48,46,34,67,1,3,60,101,52,38,111,71,11,-4,0
93,109,48,42,33,66,1,7,66,98,57,38,108,69,10,35,1
97,117,52,44,33,73,1,4,66,106,40,35,112,69,13,45,1
99,119,51,46,34,72,1,2,64,97,66,38,105,68,15,-37,1
103,126,56,47,34,69,1,3,65,106,47,37,110,70,14,39,1
98,116,54,46,34,73,1,3,72,99,58,33,111,69,14,12,1
102,108,52,47,31,70,1,14,66,101,55,39,120,69,3,-24,1
98,117,53,49,34,68,1,4,70,96,51,33,106,69,13,4,1
99,119,51,46,34,72,1,2,64,87,58,36,112,72,1,-31,1
89,108,46,49,30,67,1,5,71,101,62,35,116,69,12,28,0
91,105,51,44,30,68,1,5,67,91,54,37,119,68,4,-28,0
96,111,50,45,33,71,0,12,65,97,62,39,113,73,4,-16,0
98,116,54,46,34,73,1,3,72,93,50,39,108,66,7,-16,0
97,117,52,44,33,73,1,4,66,93,50,39,108,66,7,-8,0
99,119,51,46,34,72,1,2,64,96,44,33,112,69,8,-47,0
102,122,53,50,32,73,1,2,63,96,50,33,106,69,7,60,1
90,107,51,46,29,71,1,6,65,101,52,38,111,71,11,1,0
97,106,49,44,33,70,0,13,70,91,54,37,119,68,4,-44,0
96,115,50,45,33,71,1,9,63,90,54,36,112,69,1,0,0
103,115,55,46,38,75,1,12,64,91,39,34,107,68,4,11,0
102,119,48,46,36,67,1,6,64,103,64,41,121,69,3,-28,1
96,115,50,45,32,69,1,8,67,91,54,37,119,68,4,-5,1
96,115,50,45,32,69,1,8,67,102,56,40,117,73,2,0,1
108,111,56,57,36,71,0,15,67,97,55,34,115,68,2,-14,0
97,109,50,47,31,67,0,9,68,98,61,33,108,65,8,0,0
97,119,55,44,35,68,1,2,69,99,46,36,109,72,10,-5,0
102,119,48,46,36,67,1,6,64,99,50,38,115,72,2,15,0
96,115,50,45,32,69,1,8,67,93,50,39,108,66,7,12,0
101,117,51,49,32,71,1,7,70,101,54,37,113,72,10,-7,1
96,109,47,43,35,69,1,7,69,96,56,39,107,65,10,-65,1
101,113,50,48,33,71,0,11,66,99,46,36,109,72,10,-26,1
100,117,49,49,34,71,1,5,72,103,43,35,117,75,12,13,0
96,106,49,47,36,70,1,8,67,96,63,35,113,71,9,-25,0
102,107,54,48,31,72,1,14,67,94,49,33,112,67,3,25,0
101,114,47,49,33,69,1,11,65,94,55,34,108,67,6,-13,0
101,117,51,49,32,71,1,7,70,99,50,38,115,72,2,-3,0
94,111,50,47,32,67,1,6,70,98,62,36,113,73,3,3,0
103,114,51,47,32,71,1,12,65,100,57,35,109,67,12,3,1
103,114,51,47,32,71,1,12,65,91,58,32,103,68,5,-20,0
99,112,50,46,35,72,1,10,67,96,62,33,112,72,7,15,1
94,114,51,45,35,70,1,11,63,97,55,35,106,68,6,-4,1
94,114,51,45,35,70,1,11,63,102,59,39,113,70,14,-27,1
105,105,49,50,31,75,1,15,68,94,60,36,114,71,2,-48,0
94,114,51,45,35,70,1,11,63,102,56,40,117,73,2,-51,0
103,120,51,47,32,71,1,11,70,94,50,32,112,70,11,29,0
103,101,47,50,33,69,1,15,62,102,56,40,117,73,2,-31,0
96,108,48,46,29,68,0,9,66,96,44,33,112,69,8,-15,0
103,102,47,46,35,72,1,16,63,111,46,35,108,73,16,20,1
112,106,51,49,36,69,1,16,68,104,52,33,103,72,16,-6,0
96,108,47,48,32,68,1,11,65,102,58,38,114,67,6,-15,0
86,120,52,39,27,65,1,1,64,102,46,30,97,69,16,38,1
92,121,53,45,31,67,1,1,65,113,58,41,114,70,16,-1,1
92,121,53,45,31,67,1,1,65,98,47,36,108,70,8,28,0
86,116,53,42,33,69,1,2,67,105,47,32,103,64,15,15,1
86,116,53,42,33,69,1,2,67,95,56,37,114,70,10,7,1
94,125,55,44,36,68,1,1,59,101,51,37,109,70,8,3,1
94,125,55,44,36,68,1,1,59,86,57,35,116,65,1,-52,1
86,116,53,42,33,69,1,2,67,94,50,36,120,68,1,26,0
94,125,55,44,36,68,1,1,59,96,54,39,120,69,1,-47,0
93,114,54,44,32,71,1,5,57,97,67,32,103,70,12,49,1
100,122,58,47,33,70,1,3,64,102,60,39,107,69,14,-16,1
96,122,56,47,32,69,1,1,67,102,50,38,103,66,16,44,1
96,122,56,47,32,69,1,1,67,91,58,40,114,67,5,-5,1
96,122,56,47,32,69,1,1,67,93,57,41,120,66,2,0,1
99,113,56,48,34,70,0,12,68,91,58,40,114,67,5,-19,0
100,122,58,47,33,70,1,3,64,86,57,35,116,65,1,-26,0
97,103,49,47,31,71,1,12,62,98,59,35,110,71,5,40,0
93,113,49,42,34,68,1,7,61,100,54,39,121,70,3,-17,0
95,109,48,45,31,66,1,4,65,94,51,38,108,70,13,-32,1
95,112,52,43,32,68,1,6,63,97,54,36,106,70,11,-23,0
95,109,48,45,31,66,1,4,65,95,57,32,106,69,5,-52,0
90,111,47,43,31,67,1,2,67,98,50,36,107,69,15,33,1
94,108,47,48,34,70,1,7,67,95,56,37,114,70,10,28,0
98,113,49,47,35,71,0,5,70,95,61,35,111,69,4,-38,0
88,102,46,41,31,70,1,8,60,96,54,39,120,69,1,-25,0
90,111,47,43,31,67,1,2,67,93,56,36,112,68,7,33,0
95,107,53,47,32,68,1,11,64,95,58,31,106,69,6,-23,1
101,113,51,47,33,70,1,8,68,96,51,35,103,68,9,-20,1
101,117,50,50,33,70,1,11,70,100,52,34,109,68,11,1,0
97,109,50,48,31,70,1,11,62,95,61,35,106,68,11,5,0
98,119,55,45,35,73,1,3,70,100,60,33,101,68,14,-14,0
99,108,53,42,33,71,1,14,64,95,60,38,110,65,3,-37,1
95,115,51,46,30,69,1,4,69,95,57,34,102,67,13,-1,1
91,113,53,41,32,67,1,5,63,94,54,35,108,71,4,48,1
89,106,49,43,29,65,1,4,66,93,54,40,112,71,5,5,1
102,104,48,45,33,71,1,16,65,94,50,36,120,68,1,37,0
95,115,51,46,30,69,1,4,69,94,50,36,120,68,1,27,0
89,106,49,43,29,65,1,4,66,96,65,39,111,72,7,0,0
96,114,52,44,32,72,1,7,63,94,55,34,103,70,10,15,1
95,111,46,52,36,69,1,5,69,99,52,34,109,66,12,46,1
96,114,52,44,32,72,1,7,63,85,54,36,111,65,2,21,1
96,114,52,44,32,72,1,7,63,89,49,34,105,65,3,16,1
100,101,45,44,36,75,1,15,61,93,57,41,120,66,2,-20,0
95,111,46,52,36,69,1,5,69,86,57,35,116,65,1,0,0
96,114,52,44,32,72,1,7,63,96,54,39,120,69,1,5,0
92,108,47,47,31,68,1,6,65,93,56,34,106,66,11,26,1
93,107,51,42,33,65,1,8,59,97,61,33,107,70,9,4,1
89,109,48,42,31,65,1,3,68,102,47,36,107,70,14,19,1
89,109,48,42,31,65,1,3,68,95,61,35,106,68,11,28,1
95,107,50,44,31,66,1,9,70,98,47,36,108,70,8,7,0
106,108,56,51,34,71,1,15,67,85,54,36,111,65,2,21,0
93,107,51,42,33,65,1,8,59,86,57,35,116,65,1,-31,0
92,108,47,47,31,68,1,6,65,100,54,39,121,70,3,0,0
94,110,50,43,36,71,0,4,65,108,46,40,115,72,13,-25,1
96,112,53,49,35,67,1,6,66,100,52,34,109,68,11,9,1
95,111,47,43,32,70,1,7,64,103,61,39,117,64,10,-32,1
96,112,53,49,35,67,1,6,66,99,52,32,109,71,14,26,1
98,104,48,42,34,70,0,13,64,89,48,30,103,65,4,-49,0
96,108,48,45,32,65,1,9,67,88,47,32,101,70,8,-18,0
95,111,47,43,32,70,1,7,64,93,57,41,120,66,2,-27,0
96,112,53,49,35,67,1,6,66,86,53,36,114,69,2,-10,0
102,101,48,47,33,66,1,16,67,103,54,38,110,68,16,-24,1
97,110,47,46,36,70,1,11,68,100,60,33,101,68,14,-18,1
105,117,51,51,33,67,1,10,67,93,56,36,112,68,7,-9,0
97,110,47,46,36,70,1,11,68,93,57,41,120,66,2,-33,0
98,111,47,44,33,70,1,8,64,89,48,30,103,65,4,-34,0
99,101,49,48,32,70,1,16,68,102,46,30,97,69,16,18,0
92,119,52,43,33,72,1,1,69,109,50,35,105,71,16,-2,1
92,119,52,43,33,72,1,1,69,94,52,36,109,66,9,-21,1
92,119,52,43,33,72,1,1,69,93,61,34,114,66,2,-21,0
96,108,49,45,30,69,1,12,64,95,64,37,114,71,5,19,1
93,117,56,44,34,66,1,2,68,98,46,32,105,71,15,50,1
93,117,56,44,34,66,1,2,68,96,58,38,112,68,7,40,1
97,119,52,46,36,70,1,1,69,101,49,39,118,68,4,-44,1
94,119,54,44,36,70,1,1,71,104,50,37,115,72,6,-14,1
94,119,54,44,36,70,1,1,71,96,59,36,107,67,10,-50,1
94,119,54,44,36,70,1,1,71,93,61,34,114,66,2,-50,0
97,107,55,44,31,71,1,13,71,96,53,38,113,70,5,-11,0
99,113,53,49,31,69,1,8,70,97,50,35,113,70,1,7,0
96,116,50,48,31,70,1,2,73,95,49,36,107,71,7,21,0
99,122,53,43,33,70,1,4,68,98,58,38,111,71,13,5,1
97,114,56,44,37,72,1,3,67,100,50,34,105,69,14,42,1
92,118,52,46,35,70,1,1,61,105,48,31,102,73,16,6,1
92,118,52,46,35,70,1,1,61,102,51,39,114,71,9,7,1
92,118,52,46,35,70,1,1,61,100,53,38,113,69,4,9,1
100,109,50,47,33,72,1,12,69,96,53,38,113,70,5,28,0
92,115,51,48,33,71,1,3,71,96,64,37,115,67,14,33,0
100,103,55,45,35,67,1,15,69,96,60,36,112,70,2,-10,0
97,114,56,44,37,72,1,3,67,98,50,38,116,71,11,-5,0
99,122,53,43,33,70,1,4,68,99,55,41,119,67,5,52,0
94,113,51,46,33,66,1,3,68,93,53,43,111,68,2,9,0
92,118,52,46,35,70,1,1,61,96,59,36,107,67,10,-25,0
99,119,56,49,34,67,1,5,69,99,56,36,110,67,12,-1,1
97,117,53,47,34,71,1,3,66,102,49,34,105,72,14,27,1
93,115,48,44,34,68,1,2,71,97,50,35,113,70,1,29,1
100,109,51,46,34,71,1,13,71,101,49,39,118,68,4,-20,0
94,111,49,44,32,68,1,6,71,98,50,38,116,71,11,5,0
96,114,55,46,32,70,1,5,67,92,55,42,114,72,1,-31,0
97,117,53,47,34,71,1,3,66,93,61,34,114,66,2,-26,0
99,119,56,49,34,67,1,5,69,94,58,31,116,70,1,-2,0
93,115,48,44,34,68,1,2,71,93,61,34,114,66,2,-20,0
90,109,50,42,33,72,1,11,66,96,57,39,110,67,11,5,1
90,109,50,42,33,72,1,11,66,97,52,38,114,71,6,39,1
99,102,48,47,34,67,1,15,69,95,71,43,118,72,2,-20,1
95,102,48,43,33,68,1,15,68,93,53,43,111,68,2,-7,0
90,109,50,42,33,72,1,11,66,97,49,37,114,71,3,7,0
95,109,50,48,34,68,1,10,70,93,53,43,111,68,2,0,0
101,119,51,49,34,68,1,4,68,95,58,37,111,69,12,8,1
94,111,51,41,35,71,1,4,68,97,60,33,108,71,13,11,0
103,108,49,50,36,72,1,14,77,94,63,35,110,66,3,-33,0
96,108,48,49,32,72,1,9,70,94,58,31,116,70,1,34,0
101,113,53,51,35,73,1,11,66,100,53,33,107,75,11,-62,1
95,108,51,46,32,69,1,12,67,99,64,37,112,70,5,6,1
105,100,47,48,32,67,0,16,69,106,62,33,99,72,16,0,0
96,107,44,44,35,68,1,8,71,94,52,36,109,66,9,-25,0
101,110,52,46,35,70,1,13,72,100,53,38,113,69,4,-18,0
93,108,47,41,36,68,1,9,66,99,56,33,110,69,8,16,0
97,106,51,49,33,72,1,11,64,94,63,35,110,66,3,-4,0
104,118,53,46,38,72,1,6,65,101,57,38,112,73,11,79,1
100,121,57,49,34,69,1,4,72,96,52,39,109,69,12,-13,1
104,118,53,46,38,72,1,6,65,96,64,37,115,67,14,-3,1
100,112,49,47,32,70,1,8,73,96,63,32,105,72,9,-15,0
98,105,44,46,31,74,1,10,66,96,58,38,112,68,7,30,0
104,103,51,49,31,69,0,16,69,94,58,31,116,70,1,35,0
96,111,48,46,34,69,1,6,67,97,51,37,106,72,11,-39,0
96,109,48,49,30,67,1,10,65,94,57,35,105,66,7,38,1
96,109,48,49,30,67,1,10,65,99,50,39,104,67,15,20,1
96,109,48,49,30,67,1,10,65,98,50,38,116,71,11,5,1
100,114,49,47,35,70,1,8,67,102,51,39,114,71,9,-22,0
98,109,47,50,33,69,1,7,69,95,51,36,110,68,10,-35,0
114,106,50,51,35,70,0,16,72,104,46,35,107,69,16,-31,0
106,97,47,52,36,72,0,16,65,97,50,35,113,70,1,-3,0
95,110,47,45,38,71,1,7,64,100,63,35,113,66,10,-47,1
95,110,47,45,38,71,1,7,64,104,50,37,115,72,6,-16,0
88,121,58,40,30,66,1,1,71,90,58,36,112,68,4,13,1
88,121,58,40,30,66,1,1,71,100,58,34,109,70,11,9,1
88,121,58,40,30,66,1,1,71,96,60,34,107,67,8,3,1
88,121,58,40,30,66,1,1,71,112,52,36,110,73,16,20,1
88,121,58,40,30,66,1,1,71,89,51,33,101,71,7,33,1
92,123,60,49,31,71,1,1,66,103,46,36,99,66,16,35,1
95,118,51,48,31,69,1,2,67,103,53,38,106,69,15,-1,1
95,118,51,48,31,69,1,2,67,94,64,40,118,69,7,8,1
97,112,54,47,32,71,1,12,66,93,57,34,104,68,5,6,1
93,120,51,42,31,69,1,10,70,97,61,39,109,71,7,-27,1
100,123,59,45,36,67,1,3,75,92,59,35,113,74,6,28,1
94,118,55,46,31,72,1,3,69,106,56,40,110,70,14,4,1
92,115,52,41,34,74,1,6,66,95,60,36,106,72,11,-6,1
100,123,59,45,36,67,1,3,75,103,46,31,106,70,14,16,1
